University,Country,Total Score,Setting & Infrastructure,Energy & Climate Change,Waste,Water,Transportation,Education & Research,Rank
Alsafwa University College,Iraq,2150,525,200,450,250,175,550,743
Technical And Vocational University,Iran,2125,450,775,75,200,475,150,744
Universidad Autonoma Del Caribe,Colombia,2125,525,225,525,325,0,525,745
Universitas Khairun,Indonesia,2100,350,750,525,200,100,175,746
Universitas Islam Negeri Sumatera Utara Medan,Indonesia,2100,200,725,375,125,375,300,747
Universitas Pendidikan Ganesha,Indonesia,2075,275,675,75,100,175,775,748
Sekolah Tinggi Teknik Malang,Indonesia,2025,150,1175,75,150,300,175,749
Universidad Central De Nicaragua,Nicaragua,2025,350,875,75,50,350,325,750
Politeknik Negeri Malang,Indonesia,2000,400,950,0,50,275,325,751
Institut Agama Islam Negeri Ponorogo,Indonesia,2000,525,675,75,0,725,0,752
"University of Baltistan, Skardu",Pakistan,1975,700,300,225,150,375,225,753
University of Mostar,Bosnia and Herzegovina,1950,300,225,600,0,600,225,754
Budapest Metropolitan University,Hungary,1925,525,500,375,0,400,125,755
Aga Khan University,Pakistan,1925,450,500,450,325,200,0,756
American University In Bulgaria,Bulgaria,1925,200,350,225,100,750,300,757
Ahl Al Bayt University,Iraq,1900,575,575,150,100,375,125,758
Northern Technical University,Iraq,1900,250,450,0,150,825,225,759
Medical University - Sofia,Bulgaria,1900,325,300,375,200,475,225,760
Jabir ibn Hayyan Medical University,Iraq,1775,625,500,225,0,425,0,761
Pakistan Institute of Fashion and Design,Pakistan,1700,375,425,300,250,200,150,762
Tamil Nadu Dr M G R Medical University,India,1650,75,600,375,350,250,0,763
Institut Kesenian Jakarta - LPKJ,Indonesia,1625,725,275,375,0,175,75,764
Ibn Sina University of Medical and Pharmaceutical Sciences,Iraq,1575,425,600,0,0,250,300,765
Universitas Kristen Indonesia,Indonesia,1575,850,425,0,0,75,225,766
Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,Indonesia,1550,575,150,300,100,225,200,767
Russian State Social University,Russia,1475,475,150,225,0,0,625,768
Madenat Al-elem University College,Iraq,1300,600,600,0,0,100,0,769
BRI Instittute,Indonesia,1175,400,300,75,0,175,225,770
Prince of Songkla University Phuket Campus,Thailand,1175,1025,150,0,0,0,0,771
Virtual University of Pakistan,Pakistan,1125,75,150,0,0,725,175,772
University of Education,Pakistan,1100,550,150,0,0,325,75,773
Al-Qasim Green University,Iraq,1050,125,75,0,50,75,725,774
University of Applied Science and Technology,Iran,1025,75,150,450,50,300,0,775
Basrah University College,Iraq,975,125,350,0,0,350,150,776
"International Islamic University, Islamabad",Pakistan,900,225,300,0,75,150,150,777
Universidad Peruana Cayetano Heredia,Peru,875,150,175,300,0,100,150,778
Shah Abdul Latif University,Pakistan,825,400,50,0,0,150,225,779
University of Information Technology and Communications,Iraq,550,150,250,0,0,150,0,780
